chapter_no,sentence
17,"'s nothing you can do about it , the evidence is undeniable . have"
17,fun !
17,We
17,'ll be keeping this . If
17,"you want the kid to live , you 'd better cooperate and keep your mouth shut about what happened tonight . one"
17,last thing when the police ask you and you inevitably cave tell them you saw two male individuals . & culrec N his home at cisely 11:11pm it
17,1s is envelope 1 that time . evervwhere
17,"A 7 i n ia x x r e tol Wishing you a wonderfll time in hell , sir !"
17,@1nou
17,# Lune . Purple
17,hyacinth ost music let 's make it spicy . co
17,creator co creator and artist
18,Episode
18,"I ca n't believe it 's working hell , i ca n't believe i made this deal in the first place and with the city 's most loathsome criminal !"
18,i
18,do n't know if i'l ever stop hating myself for that . If
18,"the police ever find out , i 'd be better off dead . and"
18,"yet , our deal is sealed and it might work out better than i expected . I"
18,"ca n't stop now but the worst part of it all good morning , officer sinclair !"
18,a
18,aye lauren !
18,How
18,long will i need to lie to them ?
18,Is
18,it true what they say ?
18,mctrevor
18,was finally arrested ?
18,yes
18,", he was found tied to a chair in his office seems like lune paid him a little visit before us detective march said he 'd never seen him so scared before I do n't know what lune did to him , but the show must have been delicious . um"
18,who is lune ?
18,And
18,how could he succeed where a dozen detectives failed ?
18,Are
18,you kidding ?
18,all
18,of this is actually fantastic !
18,i
18,'m sure it 's some sort of ex phantom scythe member trying to atone !
18,a
18,new secret informer ?
18,They
18,must have a couple of brave spies within their ranks . only
18,one of them could have had that much insight into the phantom scythe 's operations !
18,ugh
18,", kym , please stop being smart Maybe lune is a rival merchant dealing for the phantom scythe !"
18,they
18,compiled all this information over the years and finally decided to leak it . officer
18,harvey wood patrol unit i1th precinct
18,ardhalis police department You re right harvey !
18,he
18,'d be hiding under a pseudonym becalse of all the shady business he 's also involved in !
18,to
18,get the weapons contract for himself !
18,in
18,"any case , the file is surely the work of a specialist . I"
18,'ve heard the i.u . guys talking about it . they
18,even looked for traces of fingerprints on the papers there 's nothing to give away his identity . this
18,gy was really careful . he
18,already knew exactly what we 'd be looking for in identifiers . Why
18,are you guys so worried ?
18,it
18,'s wonderful !
18,justice
18,will finally be served thanks to lune !
18,Or
18,", this entire story is just a ploy to divert our attention from something rotten hiding beneath the surface . Lune"
18,"has yet to reveal his face , let alone his true intentions . it"
18,'s naivve to put this man on pedestal so quickly . s1ep
18,Good
18,"morning , everyone good morning 1 siri At ease , officers So , what do we know about lune at this point ?"
18,what
18,did mctrevor say ?
18,Detective
18,march is with him right now . the
18,only thing we got out of him so far is that lune is apparently a team of two men . Do
18,we have any suspects yet ?
18,is
18,there anything we can do to help the i.u ?
18,not for now . whatever
18,"we do , it'l have to be discrete : that 's what i wanted to talk about . The"
18,last thing we need is the public getting carried away with this masked vigilante showing up out of nowhere . consider
18,that information top secret until the trial We 'll deal with the official announcement then : what 'll happen to mctrevor in the meantime ?
18,can
18,lune 's evidence be used in court ?
18,Lune
18,'s work is eerily complementary to what we already had in our archives . everything
18,in the file already has serious detective work to support it . detective
18,"march thinks we can replicate it in time for the trial , and present that file . he"
18,will appear before the judge tomorrow and face all the charges he 's escaped the past years . In
18,"normal circumstances , further investigation would be required before lune 's work could be considered actual evidence but the i.u.reproduced and verified everything The final decision of the judge will probably have to wait until we identify lune : But"
18,mctrevor will certainly be incarcerated in the meantime . Whoever
18,"or whatever lune is , he will not be able to hide in the shadows for long . i"
18,will not tolerate being toyed with by a coward hiding behind a mask . If
18,"he is half as smart as he pretends to be , he should know that my patience is very thin and that whatever crimes he commited to assemble this file will not be overlooked . I"
18,will make it my personal mission to catch this individual and put him behind bars for good
19,Aaaah
19,", who else is craving watermelon ?"
19,this
19,woman is so random : Purple hyacinth Episode Where is my sweet handsome butler ?
19,i
19,am lost without himi What am ito do ?
19,what
19,if something terrible happened to him ?
19,Good
19,"evening , my lady can we help y ?"
19,waaahhhi
19,help meeei i am so
19,desperatei i
19,do nt know what to doooooo !
19,Y
19,"yes of course , my lady , we will help you . what"
19,is the matter ?
19,are
19,you looking for someone ?
19,O
19,t+ dear lord . Um
19,. what
19,?
19,oh
19,", please excuse me , sir !"
19,I
19,was just dazzled by your gorgeous face . Haha
19,haha !
19,choke
19,But
19,"it 's not nearly as handsome as my dear mr . butler 's . ooohh , mr . butleri how i miss himi Wherever"
19,could he be ?
19,Hahahahai
19,i ca nt since you seem to find the situation so funn ladell you ll be in charge of this case and an related paperwork at your orders my not nearly as handsome lieutenant what happened to your butler my lady ?
19,It
19,all began a couple of nights ago !
19,some
19,athletic vagrants were running all over my roof in the middle the night !
19,i
19,"was very scared , but my sweet , handsome , courageous butler reassured me but now ) he"
19,he has vanissshed !
19,what
19,if it was the purple hyacinth stomping on my ceiling ?
19,or
19,"this "" lune "" they talk about ?"
19,!
19,that
19,'s two people right ?
19,it
19,sounded like two peoplei @hale one of them seemed much lighter than the other maybe it was even a woman !
19,What
19,if the purple hyacinth has a partner ?
19,!
19,A
19,"aahhh , or maybe one of the two men is just very skinny what if those uncouth monsters kidnapped my dapper shiny mr . butler ?"
19,when
19,was the last time you saw him ?
19,0
19,soribbl
19,e We
19,"were walking to a reception , and when we turned the corner , he he d disappeareeeedi it 's been almost ten minutes already !"
19,@raw
19,"= I promise , we 're taking this case very seriously , my lady . my"
19,despair is bottomless !
19,i
19,need to be at the reception by 7 0'clock !
19,what
19,time is it now ?
19,!
19,slnpi
19,"Ladell , do n't you always have that pocket watch with you ?"
19,25
19,what
19,'s the 5 time ?
19,l=
19,oh
19,"i forgot it today 1 3 70 Kinda woke up in a rush this morning , haha !"
19,but
19,do n't worry !
19,i
19,'ve got this !
19,Almost
19,That 's kym for you . ladell
19,", what on earth are you doing ?"
19,!
19,entreating
19,the heavens ?
19,rock
19,climbing on air ?
19,imitating
19,a raccoon ?
19,!
19,Shut
19,up !
19,i
19,m trying to calculate the time with the position of the suni I ve got to concetratei Who the h ?
19,guys
19,lady arthinghami My beautiful handsome but
19,leri i thought i d lost you foreveri my lady !
19,my
19,butler !
19,My
19,lady . My
19,soles were weeping at the thought of never being rubbed with brussel sprouts scented cream again !
19,i
19,"will never abandon your feet , my graceful lady !"
19,Looks
19,like it 's case closed !
19,so
19,. still
19,up for watermelons ?
19,suapl
19,su Aye !
19,let
19,'s go !
19,this
19,calls for celebration !
19,Oh
19,my god not watermelons again . come
19,"on ; do n't be a killjoy will Wait , kym , let me guess the side pocket on the right , huh ?"
